product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
64584,Intel® Xeon® Processor E5-2660,2025-03-11 09:36:30,https://www.intel.com/content/www/us/en/products/sku/64584/intel-xeon-processor-e52660-20m-cache-2-20-ghz-8-00-gts-intel-qpi/specifications.html,Intel® Xeon® Processor E5 Family,Products formerly Sandy Bridge EP,Server,E5-2660,32 nm,$1329.00,8,16,3.00 GHz,3.00 GHz,2.20 GHz,20 MB Intel® Smart Cache,8 GT/s,2,95 W,Discontinued,Q1'12,Q2'15,End of Servicing Lifetime,"Tuesday, June 30, 2020",No,384 GB,DDR3 800/1066/1333/1600,4,51.2 GB/s,Yes,2S Only,3.0,40,FCLGA2011,2,73 °C,52.5mm x 45.0mm,2.0,Yes,Yes,64-bit,Intel® AVX,Yes,Yes,Yes,Yes,No,No,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes
