product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
33932,Intel® Xeon® Processor X3350,2025-03-11 09:37:56,https://www.intel.com/content/www/us/en/products/sku/33932/intel-xeon-processor-x3350-12m-cache-2-66-ghz-1333-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Yorkfield,Server,X3350,45 nm,4,2.66 GHz,12 MB L2 Cache,1333 MHz,No,95 W,0.8500V-1.3625V,Discontinued,Q1'08,End of Servicing Lifetime,No,LGA775,71.4°C,214 mm2,820 million,No,No,Yes,Yes,64-bit,Yes,Yes,Yes,Yes,No,Yes
