product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
30780,Intel® Xeon® Processor E7220,2025-03-11 09:38:06,https://www.intel.com/content/www/us/en/products/sku/30780/intel-xeon-processor-e7220-8m-cache-2-93-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Tigerton,Server,E7220,65 nm,2,2.93 GHz,8 MB L2 Cache,1066 MHz,Yes,80 W,1.0V-1.5V,Discontinued,Q3'07,Q3'2011,End of Servicing Lifetime,No,PPGA604,64°C,53.3mm x 53.3mm,286 mm2,582 million,No,No,Yes,Yes,64-bit,Yes,Yes,Yes,Yes,No,Yes
