product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Execute Disable Bit ‡
36734,Intel® Core™2 Duo Processor P7450,2025-03-11 09:45:30,https://www.intel.com/content/www/us/en/products/sku/36734/intel-core2-duo-processor-p7450-3m-cache-2-13-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Penryn,Mobile,P7450,45 nm,2,2.13 GHz,3 MB L2 Cache,1066 MHz,No,25 W,1.050V-1.150V,Discontinued,Q1'09,End of Servicing Updates,No,"BGA479,BGA956,PGA478",90°C,107 mm2,410 million,No,No,No,Yes,64-bit,Yes,No,Yes
