product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
71096,Intel® Core™ i7-3940XM Processor Extreme Edition,2025-03-11 09:40:30,https://www.intel.com/content/www/us/en/products/sku/71096/intel-core-i73940xm-processor-extreme-edition-8m-cache-up-to-3-90-ghz/specifications.html,Intel® Core™ X-series Processors,Products formerly Ivy Bridge,Mobile,i7-3940XM,22 nm,4,8,3.90 GHz,3.90 GHz,3.00 GHz,8 MB Intel® Smart Cache,5 GT/s,55 W,Discontinued,Q3'12,End of Servicing Lifetime,"Tuesday, December 31, 2019",No,View now,32 GB,DDR3/L/-RS 1333/1600,2,25.6 GB/s,No,Intel® HD Graphics 4000,650 MHz,1.35 GHz,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,3.0,"1x16, 2x8, 1x8 2x4",16,FCPGA988,1,105 C,37.5 x 37.5mm (rPGA988B),2.0,Yes,Yes,64-bit,Intel® AVX,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes
