product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Intel® UPI Speed,Max # of UPI Links,TDP,Marketing Status,Launch Date,Servicing Status,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Package Carrier,DTS Max,TCASE,Package Size,Intel® On Demand Activation Model,Intel® QuickAssist Technology (QAT),Intel® Dynamic Load Balancer (DLB),Intel® Data Streaming Accelerator (DSA),Intel® In-memory Analytics Accelerator (IAA),Intel® Advanced Matrix Extensions (AMX),Intel® Speed Select Technology – Core Power,Intel® Speed Select Technology – Turbo Frequency,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Speed Select Technology - Performance Profile,Intel® Speed Select Technology - Base Frequency,High Priority Cores,High Priority Core Frequency,Low Priority Cores,Low Priority Core Frequency,Intel® Resource Director Technology (Intel® RDT),Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set Extensions,"# of AVX-512 FMA Units",Intel® Software Guard Extensions (Intel® SGX),Default Maximum Enclave Page Cache (EPC) Size for Intel® SGX,Intel® Crypto Acceleration,Intel® QuickAssist Software Acceleration,Intel® Platform Firmware Resilience Support,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption,Intel® AES New Instructions,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Run Sure Technology,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
231739,Intel® Xeon® Platinum 8468V Processor,2025-03-11 09:32:10,https://www.intel.com/content/www/us/en/products/sku/231739/intel-xeon-platinum-8468v-processor-97-5m-cache-2-40-ghz/specifications.html,4th Gen Intel® Xeon® Scalable Processors,Products formerly Sapphire Rapids,Server,8468V,Intel 7,$7121.00,48,96,3.80 GHz,2.40 GHz,97.5 MB,16 GT/s,3,330 W,Launched,Q1'23,Baseline Servicing,Server/Enterprise,4 TB,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8,Yes,2S,5.0,80,FCLGA4677,E1A,97 °C,77°C,77.5mm x 56.5mm,Yes,1 default devices,1 default devices,1 default devices,1 default devices,Yes,Yes,Yes,Yes,Yes,Yes,16,2.50 GHz,32,2.10 GHz,Yes,Yes,2.0,Yes,Yes,Yes,"Intel® AMX, Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",2,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
