product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Package Size,Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® Memory Protection Extensions (Intel® MPX),Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
190886,Intel® Core™ i3-9100F Processor,2025-03-11 09:41:15,https://www.intel.com/content/www/us/en/products/sku/190886/intel-core-i39100f-processor-6m-cache-up-to-4-20-ghz/specifications.html,9th Generation Intel® Core™ i3 Processors,Products formerly Coffee Lake,Desktop,i3-9100F,14 nm,$97.00,4,4,4.20 GHz,4.20 GHz,3.60 GHz,6 MB Intel® Smart Cache,8 GT/s,65 W,Discontinued,Q2'19,ESU Notification Issued,"Monday, June 30, 2025",No,PC/Client/Tablet,View now,64 GB,DDR4-2400,2,37.5 GB/s,Yes,1S Only,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,PCG 2015C (65W),100°C,37.5mm x 37.5mm,Yes,2.0,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
