product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
35641,Intel Atom® Processor 330,2025-03-11 09:27:55,https://www.intel.com/content/www/us/en/products/sku/35641/intel-atom-processor-330-1m-cache-1-60-ghz-533-mhz-fsb/specifications.html,Legacy Intel Atom® Processors,Products formerly Diamondville,Desktop,330,45 nm,2,1.60 GHz,1 MB L2 Cache,533 MHz,No,8 W,0.9V-1.1625V,Discontinued,Q3'08,End of Servicing Lifetime,No,PBGA437,85.2°C,22mm x 22mm,52 mm2,94 million,No,Yes,No,No,Yes,64-bit,"Intel® SSE2, Intel® SSE3, Intel® SSSE3",No,No,No,No,Yes
