product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Burst Frequency,Processor Base Frequency,Cache,Scenario Design Power (SDP),Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Graphics Base Frequency,Graphics Burst Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Execution Units,Max Resolution (HDMI)‡,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,USB Revision,Sockets Supported,TJUNCTION,Package Size,Intel® Turbo Boost Max Technology 3.0 ‡,Secure Boot,Intel® 64 ‡,Instruction Set,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡
93361,Intel Atom® x5-Z8350 Processor,2025-03-11 09:27:33,https://www.intel.com/content/www/us/en/products/sku/93361/intel-atom-x5z8350-processor-2m-cache-up-to-1-92-ghz/specifications.html,Intel Atom® Processor X Series,Products formerly Cherry Trail,Mobile,x5-Z8350,14 nm,4,1.92 GHz,1.44 GHz,2 MB,2 W,Discontinued,Q1'16,End of Servicing Lifetime,"Thursday, June 30, 2022",No,2 GB,DDR3L-RS 1600,1,12.8 GB/s,200 MHz,500 MHz,500 MHz,2 GB,12,1920x1080,2,2.0,1x1,1,3.0,UTFCBGA592,90°C,17mm x 17mm,No,Yes,Yes,64-bit,Yes,Yes,No,Yes
