product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Trusted Execution Technology ‡
37135,Intel® Celeron® M Processor ULV 743,2025-03-11 09:29:04,https://www.intel.com/content/www/us/en/products/sku/37135/intel-celeron-m-processor-ulv-743-1m-cache-1-30-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Penryn,Mobile,743,45 nm,1,1.30 GHz,1 MB L2 Cache,800 MHz,10 W,Discontinued,Q3'09,End of Servicing Lifetime,No,BGA956,100°C,22mm x 22mm,107 mm2,410 million,No,No,64-bit,No,No
