product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,Intel® Clear Video Technology,Macrovision* License Required,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
49665,Intel® Core™ i5-560UM Processor,2025-03-11 09:44:55,https://www.intel.com/content/www/us/en/products/sku/49665/intel-core-i5560um-processor-3m-cache-1-33-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Arrandale,Mobile,i5-560UM,32 nm,2,4,2.13 GHz,1.33 GHz,3 MB Intel® Smart Cache,2.5 GT/s,18 W,Discontinued,Q3'10,End of Servicing Updates,No,8 GB,DDR3 800,2,12.8 GB/s,36-bit,No,Intel® HD Graphics for Previous Generation Intel® Processors,166 MHz,500 MHz,Yes,Yes,Yes,No,2,2.0,1x16,16,BGA1288,1,105°C,BGA 34mm x 28mm,81 mm2,382 million,1.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes
