product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Efficient-cores",Total Threads,Processor Base Frequency,Cache,Max # of UPI Links,"# of QPI Links",TDP,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,ECC Memory Supported ‡,Scalability,PCI Express Revision,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,"# of USB Ports",USB Configuration,USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Sockets Supported,Max CPU Configuration,Package Size,Intel® Volume Management Device (VMD),Intel® Resource Director Technology (Intel® RDT),Intel® Optane™ Memory Supported ‡,Intel® Thermal Velocity Boost,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Integrated Intel® QuickAssist Technology,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡
134803,Intel Atom® Processor C5115,2025-03-11 09:27:07,https://www.intel.com/content/www/us/en/products/sku/134803/intel-atom-processor-c5115-9m-cache-2-8ghz/specifications.html,Intel Atom® Processor C Series,Products formerly Parker Ridge,Server,C5115,10 nm,$213.00,4,4,4,2.80 GHz,9 MB,0,0,43 W,Launched,Q2'22,Yes,Communications Commercial Temp,256 GB,DDR4,2933 MHz,2,Yes,1S Only,3.0,Gen 3,Gen 3,"x4,x8,x16",32,8,"4x USB 2.0, 4x USB 3.0","2.0, 3.0",16,No,No,Yes,3,FCBGA2106,1,47.5mm x 47.5mm,No,Yes,No,No,No,No,Yes,64-bit,Intel® SSE4.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
