product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores",Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Max # of UPI Links,TDP,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Product Brief,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,Intel® Optane™ Persistent Memory Supported,ECC Memory Supported ‡,Scalability,PCI Express Revision,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,Max # of PCI Express Lanes,Sockets Supported,Package Size,Intel® Volume Management Device (VMD),Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Resource Director Technology (Intel® RDT),Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,"# of AVX-512 FMA Units",Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Software Guard Extensions (Intel® SGX),Default Maximum Enclave Page Cache (EPC) Size for Intel® SGX,Intel® Crypto Acceleration,Intel® QuickAssist Software Acceleration,Intel® Platform Firmware Resilience Support,Intel® Total Memory Encryption,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡
229364,Intel® Xeon® D-2739NT Processor,2025-03-11 09:34:34,https://www.intel.com/content/www/us/en/products/sku/229364/intel-xeon-d2739nt-processor-15m-cache-up-to-3-50-ghz/specifications.html,Intel® Xeon® D Processor,Products formerly Ice Lake,TBD,D-2739NT,10 nm,$949.00,8,8,16,3.5 GHz,2.50 GHz,15 MB,0,97 W,Launched,Q1'22,No,"Automotive, Base Transceiver Station, Communications Commercial Temp, Embedded Broad Market Commercial Temp, Industrial Commercial Temp, Server/Enterprise",View now,1 TB,DDR4,2933 MHz,4,No,Yes,1S Only,4.0,Gen 4,Gen 3,32,FCBGA2579,52.5mm x 45mm,Yes,Yes,Yes,No,2.0,Yes,Yes,64-bit,Intel® AVX-512,1,Yes,Yes,Yes with Intel® SPS,64 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
