product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
30769,Intel® Pentium® Processor T2130,2025-03-11 09:31:21,https://www.intel.com/content/www/us/en/products/sku/30769/intel-pentium-processor-t2130-1m-cache-1-86-ghz-533-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Yonah,Mobile,T2130,65 nm,2,1.86 GHz,1 MB L2 Cache,533 MHz,No,31 W,0.7625V-1.3V,Discontinued,Q2'07,End of Servicing Updates,No,PPGA478,100°C,35mm x 35mm,90 mm2,151 million,No,No,Yes,No,32-bit,No,Yes,No,No,Yes
