product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
41643,Intel® Xeon® Processor W5590,2025-03-11 09:37:41,https://www.intel.com/content/www/us/en/products/sku/41643/intel-xeon-processor-w5590-8m-cache-3-33-ghz-6-40-gts-intel-qpi/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Nehalem EP,Server,W5590,45 nm,4,8,3.60 GHz,3.33 GHz,8 MB Intel® Smart Cache,6.4 GT/s,2,130 W,Discontinued,Q3'09,End of Servicing Lifetime,No,144 GB,DDR3 800/1066/1333,3,32 GB/s,40-bit,Yes,FCLGA1366,67°C,42.5mm x 45mm,263 mm2,731 million,1.0,Yes,Yes,64-bit,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
