product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Supply Status,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Sockets Supported,Max CPU Configuration,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
65730,Intel® Xeon® Processor E3-1240 v2,2025-03-11 09:37:03,https://www.intel.com/content/www/us/en/products/sku/65730/intel-xeon-processor-e31240-v2-8m-cache-3-40-ghz/specifications.html,Intel® Xeon® Processor E3 v2 Family,Products formerly Ivy Bridge,Server,E3-1240V2,22 nm,4,8,3.80 GHz,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,5 GT/s,69 W,Discontinued,Q2'12,Discontinued,End of Servicing Lifetime,"Tuesday, December 31, 2019",No,32.77 GB,DDR3 1333/1600,2,25.6 GB/s,Yes,3.0,"1x16 & 1x4, 2x8 & 1x4 or 1x8 & 3x4",FCLGA1155,1,37.5mm x 37.5mm,2.0,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",Yes,Yes,Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes
