product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Sockets Supported,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Enhanced Intel SpeedStep® Technology,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
46489,Intel® Xeon® Processor E6540,2025-03-11 09:37:32,https://www.intel.com/content/www/us/en/products/sku/46489/intel-xeon-processor-e6540-18m-cache-2-00-ghz-6-40-gts-intel-qpi/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,E6540,45 nm,6,12,2.27 GHz,2.00 GHz,18 MB L3 Cache,6.4 GT/s,105 W,Discontinued,Q1'10,Q4'2012,End of Servicing Lifetime,No,FCLGA1567,1.0,Yes,Yes,Yes,Yes,Yes,Yes
