product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Thermal Velocity Boost Frequency,Intel® Turbo Boost Max Technology 3.0 Frequency ‡,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-down Base Frequency,Configurable TDP-down,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,Intel® Thermal Velocity Boost Temperature,TJUNCTION,Package Size,Intel® Optane™ Memory Supported ‡,Intel® Thermal Velocity Boost,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
199332,Intel® Core™ i9-10900K Processor,2025-03-11 09:40:34,https://www.intel.com/content/www/us/en/products/sku/199332/intel-core-i910900k-processor-20m-cache-up-to-5-30-ghz/specifications.html,10th Generation Intel® Core™ i9 Processors,Products formerly Comet Lake,Desktop,i9-10900K,14 nm,$537.00-$547.00,10,20,5.30 GHz,5.30 GHz,5.20 GHz,5.10 GHz,3.70 GHz,20 MB Intel® Smart Cache,8 GT/s,125 W,3.30 GHz,95 W,Discontinued,Q2'20,No,PC/Client/Tablet,View now,128 GB,DDR4-2933,2,45.8 GB/s,No,Intel® UHD Graphics 630,350 MHz,1.20 GHz,64 GB,"Yes, at 60Hz",4096 x 2160@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,Yes,Yes,Yes,3,0x9BC5,1S Only,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1200,1,PCG 2015D,70 °C,100°C,37.5mm x 37.5mm,Yes,Yes,Yes,2.0,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
