product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Performance-core Base Frequency,Cache,Total L2 Cache,Processor Base Power,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,Direct Media Interface (DMI) Revision,Max # of DMI Lanes,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Package Size,Max Operating Temperature,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Control-Flow Enforcement Technology,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Execute Disable Bit ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
96170,Intel® Celeron® Processor G6900E,2025-03-11 09:27:58,https://www.intel.com/content/www/us/en/products/sku/96170/intel-celeron-processor-g6900e-4m-cache-3-00-ghz/specifications.html,Intel® Celeron® Processor G Series,Products formerly Alder Lake,Embedded,G6900E,Intel 7,$53.00,2,2,0,2,3.00 GHz,4 MB Intel® Smart Cache,2.5 MB,46 W,Launched,Q1'22,Yes,Embedded Broad Market Commercial Temp,128 GB,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,76.8 GB/s,Yes,Intel® UHD Graphics 710,300 MHz,1.30 GHz,"eDP 1.4b, DP 1.4a, HDMI 2.1",16,4096 x 2160 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12,4.5,2.1,1,Yes,Yes,4,0x4693,4.0,8,1S Only,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,PCG 2020C,100°C,45.0 mm x 37.5 mm,100 °C,Yes,3.0,No,Yes,No,Yes,No,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
