product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Total Cores,Total Threads,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Intel® Hyper-Threading Technology ‡,Enhanced Intel SpeedStep® Technology,Intel® Trusted Execution Technology ‡,Intel® Virtualization Technology (VT-x) ‡
78169,Intel® Pentium® Processor B925C,2025-03-11 09:30:44,https://www.intel.com/content/www/us/en/products/sku/78169/intel-pentium-processor-b925c-4m-cache-2-00-ghz/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Gladden,Embedded,B925C,2,4,2.00 GHz,4 MB L3 Cache,15 W,Discontinued,Q4'13,End of Servicing Lifetime,"Tuesday, December 31, 2019",Yes,Yes,Yes,Yes,Yes
