product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
34445,Intel® Pentium® Processor T2370,2025-03-11 09:31:18,https://www.intel.com/content/www/us/en/products/sku/34445/intel-pentium-processor-t2370-1m-cache-1-73-ghz-533-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Merom,Mobile,T2370,65 nm,2,1.73 GHz,1 MB L2 Cache,533 MHz,No,35 W,1.075V-1.175V,Discontinued,Q1'08,End of Servicing Updates,No,PPGA478,100°C,35mm x 35mm,143 mm2,291 million,No,No,No,Yes,64-bit,Yes,No,No,Yes
