product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Total Cores,Total Threads,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
68331,Intel® Xeon® Processor E3-1105C,2025-03-11 09:37:06,https://www.intel.com/content/www/us/en/products/sku/68331/intel-xeon-processor-e31105c-6m-cache-1-00-ghz/specifications.html,Intel® Xeon® Processor E3 Family,Products formerly Gladden,Embedded,E3-1105C,4,8,1.00 GHz,6 MB L3 Cache,25 W,Discontinued,Q2'12,End of Servicing Lifetime,"Tuesday, December 31, 2019",Yes,Communications,32 GB,DDR3 1066/1333/1600,2,25.6 GB/s,Yes,2,1x16 1x4 or 2x8 1x4 or 1x8 3x4,20,FCBGA1284,100°C,37.5mm x 37.5 mm,No,Yes,Yes,64-bit,Intel® AVX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
