product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
42920,Intel® Core™2 Quad Processor Q9505,2025-03-11 09:45:21,https://www.intel.com/content/www/us/en/products/sku/42920/intel-core2-quad-processor-q9505-6m-cache-2-83-ghz-1333-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Yorkfield,Desktop,Q9505,45 nm,4,2.83 GHz,6 MB L2 Cache,1333 MHz,95 W,0.8500V-1.3625V,Discontinued,Q3'09,End of Servicing Lifetime,No,"FCLGA775,LGA775",71.4°C,37.5mm x 37.5mm,164 mm2,456 million,No,No,Yes,Yes,Yes,64-bit,Yes,Yes,No,Yes,No,Yes,Yes
