product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Recommended Customer Price,Total Cores,"# of Performance-cores",Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Max # of UPI Links,TDP,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,Intel® Optane™ Persistent Memory Supported,ECC Memory Supported ‡,Scalability,PCI Express Revision,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,Max # of PCI Express Lanes,"# of USB Ports",USB Revision,Integrated LAN,Max # of SATA 6.0 Gb/s Ports,Sockets Supported,Package Size,Intel® Volume Management Device (VMD),Intel® Resource Director Technology (Intel® RDT),Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,"# of AVX-512 FMA Units",Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Integrated Intel® QuickAssist Technology,Intel® Software Guard Extensions (Intel® SGX),Default Maximum Enclave Page Cache (EPC) Size for Intel® SGX,Intel® QuickAssist Software Acceleration,Intel® Total Memory Encryption,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Platform Firmware Resilience Support,Intel® Crypto Acceleration,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡
235740,Intel® Xeon® D-1813NT Processor,2025-03-11 09:34:22,https://www.intel.com/content/www/us/en/products/sku/235740/intel-xeon-d1813nt-processor-10m-cache-up-to-2-40-ghz/specifications.html,Intel® Xeon® D Processor,Products formerly Ice Lake,Server,D-1813NT,$314.00,4,4,8,2.4 GHz,2.20 GHz,10240,0,42 W,Yes,Launched,Q4'23,No,"Automotive, Base Transceiver Station, Communications Commercial Temp, Embedded Broad Market Commercial Temp, Industrial Commercial Temp, Server/Enterprise",256 GB,DDR4,2400 MHz,2,No,Yes,1S Only,4.0,Gen 4,Gen 3,16,4,3.0,Yes,24,FCBGA2227,45mm x 45mm,Yes,Yes,No,2.0,Yes,Yes,64-bit,Intel® AVX-512,1,Yes,Yes,Yes,Yes with Intel® SPS,64 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
