product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Description,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Graphics Name‡,Graphics Max Dynamic Clock,Graphics Base Clock,Compute Units,Graphics Memory Bandwidth,Graphics Memory Interface,Graphics Output‡,Vulkan* Support,H.264 Hardware Encode/Decode,H.265 (HEVC) Hardware Encode/Decode,"# of Displays Supported‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Intel® My WiFi Technology,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® Smart Response Technology,Intel vPro® Eligibility ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® Memory Protection Extensions (Intel® MPX),Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
148963,Intel® Core™ i7-8706G Processor with Radeon™ Pro WX Vega M GL graphics,2025-03-11 09:41:20,https://www.intel.com/content/www/us/en/products/sku/148963/intel-core-i78706g-processor-with-radeon-pro-wx-vega-m-gl-graphics-8m-cache-up-to-4-10-ghz/specifications.html,8th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake G,Mobile,i7-8706G,14 nm,4,8,4.10 GHz,4.10 GHz,3.10 GHz,8 MB,8 GT/s,Discontinued,Q3'18,End of Servicing Lifetime,"Friday, March 31, 2023",No,65W Package TDP,View now,64 GB,DDR4-2400,2,37.5 GB/s,No,Intel® HD Graphics 630,350 MHz,1.10 GHz,64 GB,"eDP 1.4, DP 1.2, HDMI 1.4, DVI","Yes, at 60Hz",4096 x 2160 @30Hz,4096 x 2160 @60Hz,4096 x 2160 @60Hz,12,4.4,Yes,Yes,Yes,Yes,3,Radeon™ Pro WX Vega M GL Graphics,1011 MHz,931 MHz,20,179.2 GB/s,1024 bit,"eDP 1.4, DP 1.4 w/ HDR, HDMI 2.0b, DVI",1,Yes,"Yes, 10-bit",6,3.0,"Up to 1x8, 2x4",8,FCBGA2270,1,100°C,31mm x 58.5mm,Yes,2.0,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
