product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Burst Frequency,Processor Base Frequency,Cache,Scenario Design Power (SDP),Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,GPU Name‡,Graphics Base Frequency,Graphics Burst Frequency,Sockets Supported,Package Size,Intel® 64 ‡,Instruction Set,Intel® Virtualization Technology (VT-x) ‡
82116,Intel Atom® Processor Z3736G,2025-03-11 09:27:37,https://www.intel.com/content/www/us/en/products/sku/82116/intel-atom-processor-z3736g-2m-cache-up-to-2-16-ghz/specifications.html,Intel Atom® Processor Z Series,Products formerly Bay Trail,Mobile,Z3736G,22 nm,4,2.16 GHz,1.33 GHz,2 MB L2 Cache,2.2 W,Discontinued,Q2'14,End of Servicing Lifetime,No,1 GB,DDR3L-RS 1333,1,5.3 GB/s,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,313 MHz,646 MHz,UTFCBGA592,17mm x 17mm,Yes,64-bit,Yes
