product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
81905,Intel® Xeon® Processor E5-2658 v3,2025-03-11 09:35:43,https://www.intel.com/content/www/us/en/products/sku/81905/intel-xeon-processor-e52658-v3-30m-cache-2-20-ghz/specifications.html,Intel® Xeon® Processor E5 v3 Family,Products formerly Haswell,Embedded,E5-2658V3,22 nm,12,24,2.90 GHz,2.90 GHz,2.20 GHz,30 MB Intel® Smart Cache,9.6 GT/s,2,105 W,Discontinued,Q3'14,End of Servicing Updates,"Friday, December 31, 2021",Yes,Communications Commercial Temp,768 GB,DDR4 1600/1866/2133,4,68 GB/s,46-bit,Yes,2S,3.0,"x4, x8, x16",40,FCLGA2011,2,86.95,52.5mm x 45mm,2.0,Yes,No,Yes,64-bit,Intel® AVX2,Yes,Yes,Yes,Yes,No,No,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
