product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Max Technology 3.0 Frequency ‡,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Included Items,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Smart Response Technology,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
94189,Intel® Core™ i7-6800K Processor,2025-03-11 09:40:28,https://www.intel.com/content/www/us/en/products/sku/94189/intel-core-i76800k-processor-15m-cache-up-to-3-60-ghz/specifications.html,Intel® Core™ X-series Processors,Products formerly Broadwell E,Desktop,i7-6800K,14 nm,$434.00,6,12,3.60 GHz,3.80 GHz,3.40 GHz,15 MB Intel® Smart Cache,140 W,Discontinued,Q2'16,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,Please note: The boxed product does not include a fan or heat sink,View now,128 GB,DDR4 2400/2133,4,No,1S Only,3.0,28,FCLGA2011,1,67.2°,Yes,2.0,Yes,Yes,64-bit,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
