product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
39312,Intel® Core™2 Duo Processor T9900,2025-03-11 09:45:27,https://www.intel.com/content/www/us/en/products/sku/39312/intel-core2-duo-processor-t9900-6m-cache-3-06-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Penryn,Mobile,T9900,45 nm,2,3.06 GHz,6 MB L2 Cache,1066 MHz,35 W,1.050V-1.2125V,Discontinued,Q2'09,End of Servicing Updates,No,"BGA479,PGA478",105°C,35mm,107 mm2,410 million,No,No,Yes,Yes,64-bit,Yes,No,Yes,Yes
