product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27600,"Intel® Pentium® M Processor LV 1.10 GHz, 1M Cache, 400 MHz FSB",2025-03-11 09:31:46,https://www.intel.com/content/www/us/en/products/sku/27600/intel-pentium-m-processor-lv-1-10-ghz-1m-cache-400-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Banias,Mobile,130 nm,1,1.10 GHz,1 MB L2 Cache,400 MHz,No,12 W,0.956V-1.180V,Discontinued,Q2'03,End of Servicing Updates,Yes,32-bit,No,H-PBGA479,100°C,35mm x 35mm,83 mm2,77 million,No,No,No,No,32-bit,No,Yes,No,No,No
