product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Total Cores,Total Threads,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
68334,Intel® Celeron® Processor 725C,2025-03-11 09:28:52,https://www.intel.com/content/www/us/en/products/sku/68334/intel-celeron-processor-725c-1-5m-cache-1-30-ghz/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Gladden,Embedded,725C,1,2,1.30 GHz,1.5 MB L3 Cache,10 W,Discontinued,Q2'12,End of Servicing Lifetime,"Tuesday, December 31, 2019",Yes,Communications,16 GB,DDR3 1066/1333,1,21.3 GB/s,Yes,2,1x16 or 2x8 or 1x8 2x4,16,FCBGA1284,100°C,37.5mm x 37.5mm,No,Yes,Yes,64-bit,Intel® AVX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
