product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
84313,Intel® Xeon® Processor E5-1428L v3,2025-03-11 09:35:34,https://www.intel.com/content/www/us/en/products/sku/84313/intel-xeon-processor-e51428l-v3-20m-cache-2-00-ghz/specifications.html,Intel® Xeon® Processor E5 v3 Family,Products formerly Haswell,Embedded,E5-1428LV3,22 nm,8,16,2.00 GHz,20 MB,0 GT/s,0,65 W,Discontinued,Q1'15,End of Servicing Updates,"Friday, December 31, 2021",Yes,384 GB,DDR3 800/1066/1333/1600,3,51.2 GB/s,46-bit,Yes,1S Only,3.0,"x4, x8, x16",24,FCLGA1356,1,86,42.5mmx45mm,2.0,Yes,No,Yes,64-bit,Intel® AVX,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
