product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27522,Intel® Pentium® D Processor 960,2025-03-11 09:31:23,https://www.intel.com/content/www/us/en/products/sku/27522/intel-pentium-d-processor-960-4m-cache-3-60-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Presler,Desktop,960,65 nm,$316.00,2,3.60 GHz,4 MB L2 Cache,800 MHz,No,130 W,1.200V-1.3375V,Discontinued,Q2'06,End of Servicing Updates,No,32-bit,No,"LGA775,PLGA775","C1=68.6°C, D0=63.4°C",37.5mm x 37.5mm,162 mm2,376 million,No,No,Yes,No,Yes,64-bit,Yes,Yes,No,No,No,No,Yes
