product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
35163,Intel® Core™2 Duo Processor T5670,2025-03-11 09:45:45,https://www.intel.com/content/www/us/en/products/sku/35163/intel-core2-duo-processor-t5670-2m-cache-1-80-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Merom,Mobile,T5670,65 nm,2,1.80 GHz,2 MB L2 Cache,800 MHz,No,35 W,1.0375V-1.30V,Discontinued,Q2'08,End of Servicing Updates,No,100°C,35mm x 35mm,143 mm2,291 million,No,No,No,Yes,64-bit,Yes,Yes,No,No,Yes
