product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡
42779,Intel® Celeron® Processor SU2300,2025-03-11 09:29:04,https://www.intel.com/content/www/us/en/products/sku/42779/intel-celeron-processor-su2300-1m-cache-1-20-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Penryn,Mobile,SU2300,45 nm,2,1.20 GHz,1 MB,800 MHz,10 W,Discontinued,Q3'09,End of Servicing Lifetime,No,BGA956,100°C,22mm x 22mm,107 mm2,410 million,No,Yes,Yes,Yes,Yes,No
