product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Intel® Thermal Velocity Boost Frequency,Performance-core Max Turbo Frequency,All Core Turbo Frequency,Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Efficient-core Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,Execution Units,Multi-Format Codec Engines,Intel® Quick Sync Video,Intel® Clear Video HD Technology,"# of Displays Supported ‡",Direct Media Interface (DMI) Revision,Max # of DMI Lanes,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Max CPU Configuration,Package Size,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Speed Shift Technology,Intel® Adaptive Boost Technology,Intel® Thermal Velocity Boost,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Hardware Shield Eligibility ‡,Intel® Threat Detection Technology (TDT),Intel® Active Management Technology (AMT) ‡,Intel® Standard Manageability (ISM) ‡,Intel® Remote Platform Erase (RPE) ‡,Intel® One-Click Recovery ‡,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption - Multi Key,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
242796,Intel® Core™ 5 Processor 211EF,2025-03-11 09:38:27,https://www.intel.com/content/www/us/en/products/sku/242796/intel-core-5-processor-211ef-20m-cache-up-to-4-90-ghz/specifications.html,Intel® Core™ processors (Series 2),Products formerly Bartlett Lake,Embedded,211EF,10,6,4,16,4.9 GHz,4.9 GHz,4.9 GHz,3.1 GHz,3.7 GHz,2.7 GHz,2 GHz,20 MB,0.000 GT/s,65 W,Launched,Q1'25,Yes,192 GB,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,Yes,0,0,Yes,Yes,4,4,8,1S Only,5.0 and 4.0,Up to 1x16+4 | 2x8+4,20,1,45.0 mm x 37.5 mm,Yes,3.,Yes,Yes,Yes,No,No,Yes,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
