product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27312,"Mobile Intel® Celeron® Processor 1.40 GHz, 256K Cache, 400 MHz FSB",2025-03-11 09:29:25,https://www.intel.com/content/www/us/en/products/sku/27312/mobile-intel-celeron-processor-1-40-ghz-256k-cache-400-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Northwood,Mobile,130 nm,1,1.40 GHz,256 KB L2 Cache,400 MHz,No,30 W,1.3V,Discontinued,Q2'04,End of Servicing Lifetime,No,PPGA478,100°C,35mm x 35mm,131 mm2,55 million,No,No,No,No,32-bit,No,No,No,No,No
