product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Max # of UPI Links,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,Intel® Optane™ Persistent Memory Supported,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Package Size,Intel® Volume Management Device (VMD),Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Resource Director Technology (Intel® RDT),Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set Extensions,"# of AVX-512 FMA Units",Enhanced Intel SpeedStep® Technology,Intel® AES New Instructions,Execute Disable Bit ‡,Intel® Run Sure Technology,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
204087,Intel® Xeon® Platinum 8380H Processor,2025-03-11 09:32:38,https://www.intel.com/content/www/us/en/products/sku/204087/intel-xeon-platinum-8380h-processor-38-5m-cache-2-90-ghz/specifications.html,3rd Gen Intel® Xeon® Scalable Processors,Products formerly Cooper Lake,Server,8380H,14 nm,$10009.00,28,56,4.30 GHz,2.90 GHz,38.5 MB,6,250 W,Launched,Q2'20,Baseline Servicing,No,1.12 TB,DDR4 RDIMM,3200 MHz,6,Yes,Yes,S8S,3.0,48,FCLGA4189,77.5x56.5mm,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Intel® AVX-512,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
