product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
36681,Intel® Celeron® Processor 585,2025-03-11 09:29:12,https://www.intel.com/content/www/us/en/products/sku/36681/intel-celeron-processor-585-1m-cache-2-16-ghz-667-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Merom,Mobile,585,65 nm,1,2.16 GHz,1 MB L2 Cache,667 MHz,No,31 W,0.95-1.30V,Discontinued,Q3'08,End of Servicing Lifetime,No,PPGA478,100°C,35mm x 35mm,143 mm2,291 million,No,No,No,Yes,64-bit,No,No,No,No,Yes
