product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Instruction Set
27491,"Pentium® 4 Processor Extreme Edition supporting HT Technology 3.46 GHz, 2M Cache, 1066 MHz FSB",2025-03-11 09:31:38,https://www.intel.com/content/www/us/en/products/sku/27491/pentium-4-processor-extreme-edition-supporting-ht-technology-3-46-ghz-2m-cache-1066-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Northwood,Desktop,130 nm,1,3.46 GHz,2 MB L2 Cache,1066 MHz,110.7 W,1.287V-1.4V,Discontinued,Q4'04,End of Servicing Updates,No,"LGA775,PLGA775",66°C,No,Yes,No,32-bit
